,Exp,group,PID,phase,trial,stimulus_id,painting,rt,rating,zscored_rt,zscored_rating
144,Pilot,d10012021,eoRdQ,rating,24.0,54.0,Kupka1.jpg,2.12,98.0,-0.6078911392575932,1.540110070582325
145,Pilot,d10012021,eoRdQ,rating,25.0,22.0,Macb1n.jpg,2.012,97.0,-0.6733774835585177,1.4864476987850317
146,Pilot,d10012021,eoRdQ,rating,26.0,45.0,Klia1n.jpg,1.69,72.0,-0.8686238063816443,0.1448884038526927
147,Pilot,d10012021,eoRdQ,rating,27.0,20.0,Gorc1n.jpg,3.294,34.0,0.1039696774950483,-1.894281724444462
148,Pilot,d10012021,eoRdQ,rating,28.0,35.0,Wdeka1.jpg,3.55,59.0,0.259196567689832,-0.5527224295121234
149,Pilot,d10012021,eoRdQ,rating,29.0,50.0,Gorke1.jpg,3.707,38.0,0.3543943089421018,-1.679632237255288
150,Pilot,d10012021,eoRdQ,rating,30.0,33.0,Kupc1n.jpg,2.024,71.0,-0.6661012230806371,0.0912260320553991
151,Pilot,d10012021,eoRdQ,rating,31.0,37.0,Mondb1.jpg,2.638,84.0,-0.2937992286290853,0.7888368654202152
152,Pilot,d10012021,eoRdQ,rating,32.0,7.0,Pica1n.jpg,2.981,38.0,-0.0858194499696679,-1.679632237255288
153,Pilot,d10012021,eoRdQ,rating,33.0,0.0,Gorkc1.jpg,3.447,37.0,0.1967419985880246,-1.7332946090525814
154,Pilot,d10012021,eoRdQ,rating,34.0,51.0,Gora1n.jpg,12.411,75.0,5.632108575564752,0.3058755192445733
155,Pilot,d10012021,eoRdQ,rating,35.0,17.0,Picab1.jpg,2.261,61.0,-0.5223950786424973,-0.4453976859175362
156,Pilot,d10012021,eoRdQ,rating,36.0,59.0,Kraa1n.jpg,2.841,95.0,-0.1707091555449401,1.3791229551904445
157,Pilot,d10012021,eoRdQ,rating,37.0,8.0,Klina1.jpg,2.098,62.0,-0.6212309501337075,-0.3917353141202427
158,Pilot,d10012021,eoRdQ,rating,38.0,21.0,Lewb1n.jpg,2.744,86.0,-0.2295255944078074,0.8961616090148024
159,Pilot,d10012021,eoRdQ,rating,39.0,49.0,Hinda1.jpg,2.191,79.0,-0.5648399314301338,0.5205250064337476
160,Pilot,d10012021,eoRdQ,rating,40.0,16.0,Lewa1n.jpg,3.479,76.0,0.2161453598623726,0.3595378910418669
161,Pilot,d10012021,eoRdQ,rating,41.0,41.0,Vincb1.jpg,1.841,70.0,-0.7770641953683147,0.0375636602581056
162,Pilot,d10012021,eoRdQ,rating,42.0,36.0,Gorkf1.jpg,1.607,64.0,-0.9189512746869845,-0.2844105705256556
163,Pilot,d10012021,eoRdQ,rating,43.0,5.0,Kupb1n.jpg,2.105,95.0,-0.6169864648549439,1.3791229551904445
164,Pilot,d10012021,eoRdQ,rating,44.0,19.0,Macc1n.jpg,2.032,91.0,-0.6612503827620502,1.16447346800127
165,Pilot,d10012021,eoRdQ,rating,45.0,13.0,Picak1.jpg,3.053,94.0,-0.0421618871023849,1.3254605833931508
166,Pilot,d10012021,eoRdQ,rating,46.0,46.0,Deka1n.jpg,4.674,24.0,0.9407396324513052,-2.430905442417397
167,Pilot,d10012021,eoRdQ,rating,47.0,6.0,Wdekc1.jpg,3.587,38.0,0.2816317041632971,-1.679632237255288
168,Pilot,d10012021,eoRdQ,rating,48.0,58.0,Mackc1.jpg,2.559,77.0,-0.3417012767751318,0.4132002628391604
169,Pilot,d10012021,eoRdQ,rating,49.0,31.0,Maca1n.jpg,2.269,74.0,-0.5175442383239104,0.2522131474472798
170,Pilot,d10012021,eoRdQ,rating,50.0,23.0,Lewib1.jpg,2.176,79.0,-0.5739352570274842,0.5205250064337476
171,Pilot,d10012021,eoRdQ,rating,51.0,39.0,Dekb1n.jpg,2.002,78.0,-0.6794410339567515,0.466862634636454
172,Pilot,d10012021,eoRdQ,rating,52.0,29.0,Clifb1.jpg,2.301,80.0,-0.4981408770495624,0.574187378231041
173,Pilot,d10012021,eoRdQ,rating,53.0,9.0,Lassc1.jpg,2.84,78.0,-0.1713155105847637,0.466862634636454
174,Pilot,d10012021,eoRdQ,rating,54.0,32.0,Macka1.jpg,1.575,77.0,-0.9383546359613324,0.4132002628391604
175,Pilot,d10012021,eoRdQ,rating,55.0,28.0,Krasa1.jpg,2.4,87.0,-0.4381117281070484,0.949823980812096
176,Pilot,d10012021,eoRdQ,rating,56.0,42.0,Picc1n.jpg,2.147,66.0,-0.5915195531823623,-0.1770858269310685
177,Pilot,d10012021,eoRdQ,rating,57.0,38.0,Lasc1n.jpg,2.432,62.0,-0.4187083668327004,-0.3917353141202427
178,Pilot,d10012021,eoRdQ,rating,58.0,14.0,Kupkb1.jpg,2.574,83.0,-0.3326059511777813,0.7351744936229218
179,Pilot,d10012021,eoRdQ,rating,59.0,53.0,Gorka1.jpg,1.95,61.0,-0.7109714960275669,-0.4453976859175362
180,Pilot,d10012021,lPMys,rating,0.0,54.0,Kupka1.jpg,4.282,39.0,0.739910942626301,-1.1171244150960309
181,Pilot,d10012021,lPMys,rating,1.0,20.0,Gorc1n.jpg,2.834,38.0,-0.5941306597845784,-1.1810209498012376
182,Pilot,d10012021,lPMys,rating,2.0,5.0,Kupb1n.jpg,3.314,58.0,-0.151906924178762,0.0969097443028968
183,Pilot,d10012021,lPMys,rating,3.0,55.0,Lewic1.jpg,4.54,50.0,0.9776062005144271,-0.414262533338757
184,Pilot,d10012021,lPMys,rating,4.0,47.0,Kupkd1.jpg,7.226,58.0,3.452216521008641,0.0969097443028968
185,Pilot,d10012021,lPMys,rating,5.0,45.0,Klia1n.jpg,4.322,50.0,0.7767629205934523,-0.414262533338757
186,Pilot,d10012021,lPMys,rating,6.0,59.0,Kraa1n.jpg,4.309,60.0,0.7647860277541283,0.2247028137133102
187,Pilot,d10012021,lPMys,rating,7.0,56.0,Luisc1.jpg,3.474,54.0,-0.0044990123101564,-0.15867639451793
188,Pilot,d10012021,lPMys,rating,8.0,34.0,Monb1n.jpg,4.718,46.0,1.1415975024682508,-0.6698486721595839
189,Pilot,d10012021,lPMys,rating,9.0,31.0,Maca1n.jpg,3.962,59.0,0.4450951188890902,0.1608062790081035
190,Pilot,d10012021,lPMys,rating,10.0,9.0,Lassc1.jpg,4.508,13.0,0.948124618140706,-2.778434317431406
191,Pilot,d10012021,lPMys,rating,11.0,58.0,Mackc1.jpg,4.268,74.0,0.7270127503377978,1.1192542995862045
192,Pilot,d10012021,lPMys,rating,12.0,28.0,Krasa1.jpg,4.972,55.0,1.3756075625596622,-0.0947798598127233
193,Pilot,d10012021,lPMys,rating,13.0,35.0,Wdeka1.jpg,6.271,86.0,2.572375547042902,1.886012716048685
194,Pilot,d10012021,lPMys,rating,14.0,37.0,Mondb1.jpg,2.794,62.0,-0.6309826377517297,0.3524958831237237
195,Pilot,d10012021,lPMys,rating,15.0,8.0,Klina1.jpg,2.954,39.0,-0.4835747258831241,-1.1171244150960309
196,Pilot,d10012021,lPMys,rating,16.0,10.0,Stera1.jpg,4.646,48.0,1.0752639421273782,-0.5420556027491704
197,Pilot,d10012021,lPMys,rating,17.0,50.0,Gorke1.jpg,3.011,56.0,-0.4310606572799335,-0.0308833251075166
198,Pilot,d10012021,lPMys,rating,18.0,13.0,Picak1.jpg,2.904,60.0,-0.5296396983420636,0.2247028137133102
199,Pilot,d10012021,lPMys,rating,19.0,3.0,Fogeg1.jpg,3.668,56.0,0.1742330808305276,-0.0308833251075166
200,Pilot,d10012021,lPMys,rating,20.0,52.0,Picaa1.jpg,4.532,89.0,0.9702358049209968,2.077702320164305
201,Pilot,d10012021,lPMys,rating,21.0,4.0,Mackb1.jpg,3.274,45.0,-0.1887589021459134,-0.7337452068647906
202,Pilot,d10012021,lPMys,rating,22.0,22.0,Macb1n.jpg,3.235,41.0,-0.2246895806638861,-0.9893313456856176
203,Pilot,d10012021,lPMys,rating,23.0,7.0,Pica1n.jpg,2.563,68.0,-0.8438028105120288,0.7358750913549641
204,Pilot,d10012021,lPMys,rating,24.0,33.0,Kupc1n.jpg,2.304,60.0,-1.082419367849334,0.2247028137133102
205,Pilot,d10012021,lPMys,rating,25.0,24.0,Dekoa1.jpg,3.748,55.0,0.2479370367648304,-0.0947798598127233
206,Pilot,d10012021,lPMys,rating,26.0,57.0,Lewc1n.jpg,3.249,43.0,-0.2117913883753829,-0.8615382762752041
207,Pilot,d10012021,lPMys,rating,27.0,49.0,Hinda1.jpg,2.096,43.0,-1.274049653278521,-0.8615382762752041
208,Pilot,d10012021,lPMys,rating,28.0,1.0,Lewia1.jpg,3.226,64.0,-0.232981275706495,0.4802889525341371
209,Pilot,d10012021,lPMys,rating,29.0,29.0,Clifb1.jpg,4.727,76.0,1.14988919751086,1.247047368996618
